datetime_utc,elapsed_s,window_s,centroid_cs,delta_pct,counts_in_window,total_counts,status
2026-07-03T14:51:07.318012+00:00,21351.922597099998,60,1434.4316176537773,-0.006672769061625436,97732761,443671748,OK
2026-07-03T14:52:07.593206+00:00,21412.197793600004,60,1434.4329685792495,-0.0065785968953478505,96384299,437804052,OK
2026-07-03T14:53:07.833092+00:00,21472.43770899999,60,1434.4310817586652,-0.006710125973341658,96637035,438952719,OK
2026-07-03T14:54:08.098302+00:00,21532.70290440001,60,1434.4392570564528,-0.006140231098727021,96893230,445183911,OK
2026-07-03T14:55:08.373605+00:00,21592.97824180001,60,1434.4501532524898,-0.0053806641158923125,98775883,443483065,OK
2026-07-03T14:56:08.712542+00:00,21653.317114100006,60,1434.4441375269664,-0.005800016564200657,97412721,442487667,OK
2026-07-03T14:57:08.961308+00:00,21713.565911399986,60,1434.4458803359933,-0.005678526441439306,97667079,443643216,OK
2026-07-03T14:58:09.224428+00:00,21773.82903240001,60,1434.4447749876092,-0.005755579583122492,99556673,451979308,OK
2026-07-03T14:59:09.510684+00:00,21834.115270799986,60,1434.4466227834846,-0.005626770893081025,98180513,446066169,OK
2026-07-03T15:00:09.768058+00:00,21894.37266329999,60,1434.4399528671981,-0.006091726568643565,98432510,447171569,OK
2026-07-03T15:01:10.023552+00:00,21954.62811369999,60,1434.4433526744704,-0.005854728138806268,98688269,449346111,OK
2026-07-03T15:02:10.288820+00:00,22014.893398299988,60,1434.4372286294317,-0.006281631472495023,100599524,455710008,OK
2026-07-03T15:03:10.569812+00:00,22075.17439989999,60,1434.4291612528186,-0.006844003229810461,99203159,450679603,OK
2026-07-03T15:04:10.817667+00:00,22135.422295099997,60,1434.4227596589526,-0.007290254317954039,99459232,451834611,OK
2026-07-03T15:05:11.065871+00:00,22195.67047760001,60,1434.425386614106,-0.007107130923965294,99718749,458213325,OK
2026-07-03T15:06:11.350492+00:00,22255.95513009999,60,1434.4242701221378,-0.007184960877895094,101646493,456412415,OK
2026-07-03T15:07:11.625109+00:00,22316.229670900007,60,1434.4137087775623,-0.007921185575638121,100240827,455363959,OK
2026-07-03T15:08:11.931092+00:00,22376.535733800003,60,1434.4160792486377,-0.007755941525646127,100499696,456535162,OK
2026-07-03T15:09:12.212016+00:00,22436.8166317,60,1434.41796467184,-0.007624509858273499,102435904,465067212,OK
2026-07-03T15:10:12.486889+00:00,22497.091482499993,60,1434.4164769803697,-0.007728215896391848,101014589,458945399,OK
2026-07-03T15:11:12.792762+00:00,22557.397370699997,60,1434.4199879111545,-0.00748347111627604,101263598,460039493,OK
2026-07-03T15:12:13.054387+00:00,22617.65895109999,60,1434.4207802922504,-0.007428234727707728,101515964,466673305,OK
2026-07-03T15:13:13.347195+00:00,22677.9518025,60,1434.4204243157767,-0.007453049624129957,103468083,464465035,OK
2026-07-03T15:14:13.609112+00:00,22738.213678500004,60,1434.4173212937196,-0.007669359343003477,102024758,463537529,OK
2026-07-03T15:15:13.922201+00:00,22798.5268353,60,1434.4158311485783,-0.007773236424983441,102275763,464691438,OK
2026-07-03T15:16:14.185919+00:00,22858.790566699987,60,1434.4185319588237,-0.007584964638908237,104239256,473347364,OK
2026-07-03T15:17:14.542232+00:00,22919.14681159999,60,1434.4177445772386,-0.007639852514718911,102784810,467101338,OK
2026-07-03T15:18:14.838884+00:00,22979.443470900005,60,1434.4157025356924,-0.007782201948487673,103039078,468203023,OK
2026-07-03T15:19:15.110121+00:00,23039.7146872,60,1434.3822596147775,-0.010113486963017615,105016626,476868529,OK
2026-07-03T15:20:15.471406+00:00,23100.075993800012,60,1434.4488138677568,-0.005474031784484371,103571588,470727703,OK
