run,window,elapsed_s,n_ok,loss,min_ms,p50_ms,p95_ms,p99_ms,max_ms,mean_ms
after-v1.2.2,129,1290.0,50,0,3.729,4.972,54.954,74.222,74.222,10.824
after-v1.2.2,130,1300.0,50,0,3.69,5.438,46.055,66.428,66.428,10.368
after-v1.2.2,131,1310.0,50,0,3.65,4.696,55.302,66.582,66.582,9.67
after-v1.2.2,132,1320.0,50,0,3.64,5.506,59.525,73.891,73.891,12.189
after-v1.2.2,133,1330.0,50,0,3.701,4.261,36.484,61.675,61.675,12.184
after-v1.2.2,134,1340.0,50,0,3.797,4.332,48.353,72.757,72.757,9.934
after-v1.2.2,135,1350.0,50,0,3.603,4.834,61.848,69.116,69.116,10.425
after-v1.2.2,136,1360.0,50,0,3.627,5.32,51.74,56.819,56.819,11.043
after-v1.2.2,137,1370.0,50,0,3.713,5.557,61.225,73.526,73.526,11.26
after-v1.2.2,138,1380.0,50,0,3.566,4.445,53.815,73.316,73.316,10.406
after-v1.2.2,139,1390.0,50,0,3.693,4.855,60.873,73.763,73.763,11.566
after-v1.2.2,140,1400.0,50,0,3.702,4.135,44.927,59.591,59.591,8.815
after-v1.2.2,141,1410.0,50,0,3.677,4.475,72.629,88.044,88.044,15.13
after-v1.2.2,142,1420.0,50,0,3.662,5.773,55.482,71.746,71.746,11.057
after-v1.2.2,143,1430.0,50,0,3.638,4.445,55.495,73.123,73.123,10.222
after-v1.2.2,144,1440.0,50,0,3.661,4.984,53.013,72.488,72.488,10.151
after-v1.2.2,145,1450.0,50,0,3.665,5.719,54.658,88.374,88.374,13.071
after-v1.2.2,146,1460.0,50,0,3.569,4.118,47.654,59.947,59.947,8.96
after-v1.2.2,147,1470.0,50,0,3.694,5.147,43.794,56.304,56.304,9.02
after-v1.2.2,148,1480.0,50,0,3.697,4.524,52.846,67.937,67.937,10.358
after-v1.2.2,149,1490.0,50,0,3.655,4.266,70.839,73.09,73.09,11.722
after-v1.2.2,150,1500.0,50,0,3.597,6.49,71.361,99.366,99.366,16.59
after-v1.2.2,151,1510.0,50,0,3.391,4.451,61.37,71.548,71.548,11.248
after-v1.2.2,152,1520.0,50,0,3.632,4.317,47.721,69.911,69.911,8.822
after-v1.2.2,153,1530.0,50,0,3.617,4.528,62.139,70.358,70.358,10.6
after-v1.2.2,154,1540.0,50,0,3.612,4.504,47.89,70.234,70.234,9.894
after-v1.2.2,155,1550.0,50,0,3.587,4.762,53.324,73.564,73.564,10.83
after-v1.2.2,156,1560.0,50,0,3.563,4.323,51.159,62.455,62.455,9.147
after-v1.2.2,157,1570.0,50,0,3.672,5.041,54.439,67.974,67.974,10.369
after-v1.2.2,158,1580.0,50,0,3.635,4.013,41.557,72.353,72.353,9.355
after-v1.2.2,159,1590.0,50,0,3.637,4.135,59.399,70.113,70.113,11.04
after-v1.2.2,160,1600.0,50,0,3.61,5.782,62.015,76.893,76.893,14.383
after-v1.2.2,161,1610.0,50,0,3.577,6.024,65.181,72.845,72.845,13.293
after-v1.2.2,162,1620.0,50,0,3.621,4.762,44.247,61.77,61.77,9.335
after-v1.2.2,163,1630.0,50,0,3.606,4.654,56.758,69.169,69.169,10.251
after-v1.2.2,164,1640.0,50,0,3.594,5.164,55.311,62.271,62.271,12.555
after-v1.2.2,165,1650.0,50,0,3.808,4.296,59.269,75.614,75.614,10.645
after-v1.2.2,166,1660.0,50,0,3.718,4.186,54.909,95.287,95.287,11.01
after-v1.2.2,167,1670.0,50,0,3.504,6.043,62.43,88.593,88.593,14.341
after-v1.2.2,168,1680.0,50,0,3.678,5.795,66.339,86.958,86.958,15.92
after-v1.2.2,169,1690.0,50,0,3.7,4.277,69.577,96.337,96.337,13.815
after-v1.2.2,170,1700.0,50,0,3.755,5.227,50.952,106.596,106.596,12.235
after-v1.2.2,171,1710.0,50,0,3.791,5.532,85.451,136.238,136.238,17.318
after-v1.2.2,172,1720.0,50,0,3.642,6.241,46.739,67.694,67.694,11.47
after-v1.2.2,173,1730.0,50,0,3.689,4.471,61.727,73.902,73.902,10.834
after-v1.2.2,174,1740.0,50,0,3.837,5.6,63.88,85.574,85.574,13.152
after-v1.2.2,175,1750.0,50,0,3.671,5.597,62.366,74.293,74.293,12.648
after-v1.2.2,176,1760.0,50,0,3.776,5.538,49.013,73.33,73.33,11.144
after-v1.2.2,177,1770.0,50,0,3.597,4.286,53.135,73.584,73.584,9.949
after-v1.2.2,178,1780.0,50,0,3.82,6.307,56.242,71.068,71.068,11.046
after-v1.2.2,179,1790.0,50,0,3.779,4.945,50.312,60.105,60.105,11.939
